engine_id,engine_title,production_years,displacement_cc,fuel_system,power_output_hp,torque_output_nm,cylinder_block,compression_ratio,turbocharging,fuel_type,euro_standard,engine_lifespan_km,recommended_oil,manufacturer,year_start
1352,Engine Fiat 199A2000,2005-2016,1248,common rail,75,190,cast iron r4,17.6,borgwarner kp35,diesel,euro 4/5,~250 000,5w-40,Fiat,2005
1353,Engine Fiat 199A3000,2005-2018,1248,common rail,90,200,cast iron r4,17.6,borgwarner bv35,diesel,euro 4,~230 000,5w-40,Fiat,2005
1354,Engine Fiat 186A9000,2005-2010,1910,common rail,120,210,cast iron r4,18,garrett gt1749mv,diesel,euro 4,~380 000,5w-40,Fiat,2005
1355,Engine Fiat 192A8000,2004-2008,1910,common rail,120,255,cast iron r4,18,garrett gt1749mv,diesel,euro 4,~350 000,5w-40,Fiat,2004
1356,Engine Fiat 939A3000,2005-2010,2387,common rail,200,400,cast iron r5,17,borgwarner bv50 (garrett gtb2056v on some versions),diesel,euro 4,~300 000,5w-40,Fiat,2005
1357,Engine Volkswagen AAZ,1991-1998,1896,prechambers,75,140 - 150,cast iron r4,22.5,yes,diesel,euro 1/2,~450 000,5w-30,Volkswagen,1991
1358,Engine Volkswagen 1Z,1991-1997,1896,direct injection,90,202,cast iron r4,19.5,yes,diesel,euro 2,~450 000,5w-40,Volkswagen,1991
1359,Engine Audi CN,1978-1988,1986,prechambers,69,123,cast iron r5,23,no,diesel,euro 1,~300 000,5w-40,Audi,1978
1360,Engine Audi AAS,1991-1994,2370,prechambers,82,164,cast iron r5,23,no,diesel,euro 1,~380 000,5w-40,Audi,1991
1361,Engine Audi AAT,1991-1997,2460,direct injection,115,265,cast iron r5,20.5,yes,diesel,euro 2,~550 000,5w-40,Audi,1991
1362,Engine Audi 1T,1989-1991,2460,direct injection,120,265,cast iron r5,20.5,yes,diesel,euro 1,~500 000,5w-40,Audi,1989
1363,Engine Volkswagen AHF,1997-2000,1896,direct injection,110,235,cast iron r4,19.5,vgt,diesel,euro 2,~400 000,5w-40,Volkswagen,1997
1364,Engine Volkswagen ALH,1997-2010,1896,direct injection,90,210,cast iron r4,19.5,yes,diesel,euro 2/3,~440 000,5w-40,Volkswagen,1997
1365,Engine Volkswagen ASZ,2000-2005,1896,unit-injectors,130,310,cast iron r4,19,garrett gta1749mv,diesel,euro 3/4,~300 000,5w-40,Volkswagen,2000
1366,Engine Volkswagen BMM,2004-2010,1968,unit-injectors,140,320,cast iron r4,18.5,vgt,diesel,euro 4,~280 000,5w-30,Volkswagen,2004
1367,Engine Volkswagen BKD,2003-2011,1968,unit-injectors,140,320,cast iron r4,18,vgt,diesel,euro 3/4,~300 000,5w-30,Volkswagen,2003
1368,Engine Volkswagen CAYC,2009-2015,1598,common rail,105,250,cast iron r4,16.5,vgt,diesel,euro 5,~250 000,5w-30,Volkswagen,2009
1369,Engine Volkswagen AFN,1996-2000,1896,direct injection,110,235,cast iron r4,19.5,vgt,diesel,euro 2,~400 000,5w-40,Volkswagen,1996
1370,Engine Volkswagen AHU,1996-2001,1896,direct injection,90,202,cast iron r4,19.5,yes,diesel,euro 2,~430 000,5w-40,Volkswagen,1996
1371,Engine Audi AVG,1999-2001,1896,direct injection,110,235,cast iron r4,19.5,vgt,diesel,euro 2,~420 000,5w-40,Audi,1999
1372,Engine Audi AJM,1998-2001,1896,unit-injectors,115,285,cast iron r4,18,vgt,diesel,euro 3,~300 000,5w-40,Audi,1998
1373,Engine Audi AWX,2000-2008,1896,unit-injectors,130,285,cast iron r4,19,vgt,diesel,euro 3,~300 000,5w-40,Audi,2000
1374,Engine Volkswagen AVF,2000-2008,1896,unit-injectors,130,310,cast iron r4,19,vgt,diesel,euro 3,~310 000,5w-40,Volkswagen,2000
1375,Engine Audi BRE,2004-2008,1968,unit injectors,140,320,cast iron r4,18,vgt,diesel,euro 4,~275 000,5w-30,Audi,2004
1376,Engine Audi AFB,1997-1999,2496,direct injection,150,310,cast iron v6,19.5,vgt,diesel,euro 2,~250 000,5w-30,Audi,1997
1377,Engine Audi CAGA,2007-2013,1968,common rail,143,320,cast iron r4,16.5,vgt,diesel,euro 5,~350 000,5w-30,Audi,2007
1378,Engine Audi CDUC,2010-2015,2967,common rail,245,500,cast iron v6,16.8,htt gt2260,diesel,euro 5,~320 000,5w-30,Audi,2010
1379,Engine BMW B37 (C15/D15),since 2014,1496,common rail,95 - 116,220 - 270,aluminum r3,16.5,yes,diesel,euro 6,~300 000,,BMW,2014
1380,Engine BMW N47D20,since 2007,1995,common rail,,,aluminum r4,,,diesel,euro 5/6,~250 000,5w-30,BMW,2007
1381,Engine BMW N47D16,since 2007,1598,common rail,95 - 116,235 - 260,aluminum r4,16.5,yes,diesel,euro 5/6,~200 000,5w-30,BMW,2007
1382,Engine BMW M73B54,1994-2002,5379,distributed injection,326,490,aluminum v12,10,no,95,euro 3,~350 000,5w-40,BMW,1994
1383,Engine Volkswagen CBAB,2007-2015,1968,common rail,140,320,cast iron r4,16.5,kkk bv43,diesel,euro 4/5,~400 000,"5w-30, 5w-40",Volkswagen,2007
1384,Engine Hyundai-Kia G6CT,1990-2006,2972,distributed injection,185 - 205,250 - 280,cast iron v6,10,no,92,euro 2/3,~250 000,5w-40,Hyundai-Kia,1990
1385,Engine Hyundai G6AU,1994-1999,3497,distributed injection,225,305,cast iron v6,10,no,92,euro 2,~200 000,5w-40,Hyundai,1994
1386,Engine Hyundai-Kia G4CP,1988-2003,1997,injector,,,cast iron r4,,no,92,euro 1/2,~300 000,10w-40,Hyundai-Kia,1988
1387,Engine Hyundai G4CS,1986-2007,2351,injector,110 - 120,180 - 200,cast iron r4,8.5 &#8211; 8.6,no,92,euro 1/2,~300 000,10w-40,Hyundai,1986
1388,Engine Hyundai-Kia G4KK,2011-2017,2359,distributed injection,,,aluminum r4,13,no,95,euro 5,~270 000,5w-30,Hyundai-Kia,2011
1389,Engine Hyundai G4DJ,1985-1995,1468,injector,76 - 86,115 - 130,cast iron r4,9.4,no,92,euro 1/2,~200 000,10w-40,Hyundai,1985
1390,Engine Opel X16SZR,1995-2000,1598,single injection,75,128,cast iron r4,9.6,no,92,euro 2,~350 000,5w-30,Opel,1995
1391,Engine Opel X18XE1,1998-2000,1796,distributed injection,116,170,cast iron r4,10.5,no,92,euro 2,~320 000,5w-30,Opel,1998
1392,Engine Opel X22SE,1998-2000,2198,distributed injection,136,202,cast iron r4,9.6,no,92,euro 2,~400 000,5w-30,Opel,1998
1393,Engine Fiat 312A2000,since 2010,875,distributed injection,85,145,cast iron r2,10,mitsubishi td02v,petrol,euro 5/6,~200 000,0w-30,Fiat,2010
1394,Engine Fiat 199B1000,since 2009,1248,common rail,95,200,cast iron r4,16.8,borgwarner bv35,diesel,euro 5/6,~270 000,5w-30,Fiat,2009
1395,Engine Fiat 250A1000,since 2010,1956,common rail,115,280,cast iron r4,16.5,garrett gtd1449vzk,diesel,euro 5/6,~300 000,5w-30,Fiat,2010
1396,Engine  Fiat 198A2000,2008-2015,1598,common rail,120,300 - 320,cast iron r4,16.5,garrett gt1446z,diesel,euro 5,~250 000,5w-30,Fiat,2008
1397,Engine Fiat 198A3000,2008-2018,1598,common rail,105,290,cast iron r4,16.5,garrett gt1446z,diesel,euro 5,~270 000,5w-30,Fiat,2008
1398,Engine Volkswagen AUY,2000-2006,1896,unit-injectors,115,310,cast iron r4,18,vgt,diesel,euro 3,~330 000,5w-40,Volkswagen,2000
1399,Engine Peugeot DW12TED4,2000-2006,2179,common rail,128 - 133,315,cast iron r4,18,garrett gt1549p,diesel,euro 3/4,~400 000,"5w-40, 5w-30",Peugeot,2000
1400,Engine Peugeot DW12UTED,2002-2006,2179,common rail,100,250,cast iron r4,17.5,mhi td03,diesel,euro 3,~500 000,5w-30,Peugeot,2002
1401,Engine Mitsubishi 6B31,since 2006,2998,injector,220 - 230,276 - 291,aluminum v6,9.5-10.5,no,92,euro 4,~300 000,5w-30,Mitsubishi,2006
1402,Engine Peugeot DW10FDTED4,since 2013,1997,common rail,150,370,cast iron r4,16.7,vgt,diesel,euro 5/6,~320 000,5w-30,Peugeot,2013
1403,Engine Peugeot DW10FCTED4,since 2014,1997,common rail,175 - 180,400,cast iron r4,16.7,vgt,diesel,euro 5/6,~300 000,5w-30,Peugeot,2014
1404,Engine Peugeot EW10D,2001-2004,1997,direct injection,140,192,aluminum r4,11.4,no,petrol,euro 4,~250 000,5w-40,Peugeot,2001
1405,Engine Peugeot ES9J4S,2000-2005,2946,injector,207,285,aluminum v6,10.9,no,petrol,euro 3/4,~350 000,5w-30,Peugeot,2000
1406,Engine Peugeot DW10CTED4,2009-2015,1997,common rail,163,340,cast iron r4,16,no,diesel,euro 5,~350 000,5w-30,Peugeot,2009
1407,Engine Peugeot DW10ATED4,2000-2006,1997,common rail,107 - 109,270,cast iron r4,17.6,yes,diesel,euro 3/4,~350 000,5w-40,Peugeot,2000
1408,Engine Peugeot EW10A,since 2005,1997,injector,140 - 145,180 - 200,aluminum r4,11,no,petrol,euro 4,~330 000,5w-30,Peugeot,2005
1409,Engine Fiat 263A1000,since 2009,1956,common rail,135,320,cast iron r4,16.5,borgwarner kp39,diesel,euro 5/6,~280 000,5w-30,Fiat,2009
1410,Engine Volvo B4164T,2010-2016,1596,direct injection,180,240,aluminum r4,10,borgwarner kp39,petrol,euro 5,~200 000,5w-30,Volvo,2010
1411,Engine Renault G8T,1993-2002,2188,prechambers,,,cast iron r4,,,diesel,euro 1/2,~500 000,"5w-40, 10w-40",Renault,1993
1412,Engine Volvo D5244T4,2005-2010,2400,common rail,185,400,aluminum r5,17.3,vgt,diesel,euro 4,~350 000,0w-30,Volvo,2005
1413,Engine Toyota 2NR-FE,since 2010,1496,injector mpi,,,aluminum r4,,no,,,~200 000,5w-20,Toyota,2010
1414,Engine Great Wall GW4D20M,since 2019,1996,common rail,150 - 160,400,cast iron r4,16.3,yes,diesel,euro 5/6,~250 000,5w-30,Great,2019
1415,Engine Toyota 2Y,1982-1997,1812,carburetor,80 - 95,140 - 155,cast iron r4,8.8,no,92,euro 0,~275 000,5w-30,Toyota,1982
1416,Engine Toyota 3Y,1982-1991,1998,carburetor,85 - 100,155 - 165,cast iron r4,8.8,no,92,euro 0,~300 000,5w-30,Toyota,1982
1417,Engine Toyota 3Y-E,1984-1997,1998,injector,97,160,cast iron r4,8.8,no,92,euro 2,~340 000,5w-30,Toyota,1984
1418,Engine Toyota 3Y-EU,1983-1996,1998,injector,95 - 115,160 - 180,cast iron r4,9,no,92,euro 2,~330 000,5w-30,Toyota,1983
1419,Engine Toyota 4Y,1985-1997,2237,carburetor,90 - 95,175 - 185,cast iron r4,8.8,no,92,euro 0,~320 000,5w-30,Toyota,1985
1420,Engine Peugeot XUD7TE,1987-1995,1769,prechamber,90 - 92,180,cast iron r4,22,turbine kkk,diesel,euro 1,~350 000,5w-40,Peugeot,1987
1421,Engine Hyundai-Kia G4LD,since 2016,1353,direct injection,130 - 140,212 - 242,aluminum r4,10,hyundai wia,95,euro 5/6,~250 000,"0w-30, 5w-30",Hyundai-Kia,2016
1422,Engine Hyundai-Kia G4LE,since 2016,1579,direct injection,105 (139 with electrical component),148 (265 with electrical component),aluminum r4,13,no,98,euro 6,~300 000,5w-30,Hyundai-Kia,2016
1423,Engine Hyundai-Kia G4NB,2010-2016,1797,distributed injection,150,178,aluminum r4,10.3,no,92,euro 4/5,~300 000,"5w-20, 5w-30",Hyundai-Kia,2010
1424,Engine Hyundai-Kia G4ND,since 2011,1999,distributed injection,150 - 172,195 - 205,aluminum r4,10.3,no,92,euro 5/6,~300 000,"5w-20, 5w-30",Hyundai-Kia,2011
1425,Engine Hyundai-Kia G4NH,since 2016,1999,distributed injection,149,180,aluminum r4,12.5,no,95,euro 5/6,~250 000,5w-30,Hyundai-Kia,2016
1426,Engine Hyundai-Kia G4NL,since 2019,1999,distributed injection,150,191,aluminum r4,10.8,no,92,euro 5/6,~200 000,"0w-20, 5w-30",Hyundai-Kia,2019
1427,Engine Hyundai G4DG,1985-1995,1298,injector,65 - 75,100 - 120,cast iron r4,9.7,no,92,euro 1/2,~200 000,10w-40,Hyundai,1985
1428,Engine Hyundai G6DE,since 2012,2999,distributed injection,250,284,aluminum v6,10.6,no,92,euro 4/5,~350 000,5w-30,Hyundai,2012
1429,Engine Hyundai-Kia G6DG,2011-2019,2999,direct injection,250 - 270,300 - 310,aluminum v6,11,no,95,euro 5,~320 000,5w-30,Hyundai-Kia,2011
1430,Engine Hyundai-Kia G6DL,2016-2021,2999,direct injection,265 - 270,308 - 317,aluminum v6,11,no,95,euro 6,~300 000,5w-30,Hyundai-Kia,2016
1431,Engine Hyundai-Kia G6DB,2004-2011,3342,distributed injection,233 - 259,304 - 316,aluminum v6,10.4,no,92,euro 3/4,~300 000,"5w-30, 5w-40",Hyundai-Kia,2004
1432,Engine Hyundai-Kia G6DH,2011-2020,3342,direct injection,282 - 300,337 - 348,aluminum v6,11.5,no,95,euro 5,~300 000,5w-30,Hyundai-Kia,2011
1433,Engine Hyundai-Kia G6DM,since 2016,3342,direct injection,,336 - 347,aluminum v6,12,no,95,euro 5/6,~300 000,5w-30,Hyundai-Kia,2016
1434,Engine Hyundai-Kia G6DC,since 2009,3470,distributed injection,250 - 290,336,aluminum v6,10.6,no,95,euro 5,~350 000,5w-30,Hyundai-Kia,2009
1435,Engine Hyundai-Kia G6DA,2004-2016,3778,distributed injection,240 - 284,343 - 369,aluminum v6,10.4,no,92,euro 3/4,~300 000,"5w-30, 5w-40",Hyundai-Kia,2004
1436,Engine Hyundai-Kia G6EA,2005-2013,2656,distributed injection,185 - 200,245 - 255,cast iron v6,10.4,no,92,euro 4,~350 000,"5w-30, 5w-40",Hyundai-Kia,2005
1437,Engine Hyundai-Kia G4KJ,since 2009,2359,direct injection,180 - 201,231 - 251,aluminum r4,11.3,no,95,euro 5/6,~300 000,"5w-20, 5w-30",Hyundai-Kia,2009
1438,Engine Hyundai-Kia G3LC,since 2015,998,direct injection,100 - 120,172,aluminum r3,10,garrett ngt1038klsz,95,euro 5/6,~220 000,5w-30,Hyundai-Kia,2015
1439,Engine Hyundai-Kia G4LA,since 2008,1248,distributed injection,,,aluminum r4,10.5,no,95,,~300 000,"5w-30, 5w-40",Hyundai-Kia,2008
1440,Engine Hyundai-Kia D3FA,2005-2019,1120,common rail,75,,cast iron r3,,yes,diesel,,~300 000,"0w-30, 5w-30",Hyundai-Kia,2005
1441,Engine Hyundai-Kia G4LH,since 2020,1482,direct injection,150 - 160,253,aluminum r4,10.5,yes,95,euro 6,~220 000,5w-30,Hyundai-Kia,2020
1442,Engine Hyundai-Kia G4NC,since 2011,1999,direct injection,150 - 177,192 - 213,aluminum r4,11.5,no,95,euro 5/6,~300 000,"5w-20, 5w-30",Hyundai-Kia,2011
1443,Engine Hyundai-Kia G4KH,since 2010,1998,direct injection,240 - 280,353 - 365,aluminum r4,9.5 &#8211; 10.0,yes,95,euro 5/6,~200 000,"5w-20, 5w-30",Hyundai-Kia,2010
1444,Engine Hyundai-Kia D4FE,since 2017,1598,common rail,116 - 136,280 - 320,aluminum r4,15.9,garrett gte1244vzm,diesel,euro 6d,~250 000,5w-30,Hyundai-Kia,2017
1445,Engine Hyundai-Kia G4KD,2008-2014,1998,distributed injection,145 - 165,190 - 200,aluminum r4,10.5,no,92,euro 4/5,~300 000,"5w-30, 5w-40",Hyundai-Kia,2008
1446,Engine Hyundai-Kia D4HA,since 2009,1995,common rail,136 - 184,320 - 400,cast iron r4,16 &#8211; 16.5,yes,diesel,euro 5/6,~400 000,"5w-30, 5w-40",Hyundai-Kia,2009
1447,Engine Hyundai-Kia D4FD,2010-2019,1685,common rail,,,cast iron r4,,yes,diesel,,~350 000,"0w-30, 5w-30",Hyundai-Kia,2010
1448,Engine Hyundai-Kia G6DF,2012-2020,3342,distributed injection,"270 (in some markets, power was limited to 249 hp)",318,aluminum v6,10.4,no,95,euro 5,~350 000,5w-30,Hyundai-Kia,2012
1449,Engine Hyundai-Kia G6DU,since 2020,3470,distributed injection,250 - 272,331,aluminum v6,10.6,no,92,euro 5/6,~300 000,5w-30,Hyundai-Kia,2020
1450,Engine Hyundai-Kia G4JP,1998-2011,1997,distributed injection,130 - 140,175 - 185,cast iron r4,10,no,92,euro 2/3,~450 000,"5w-30, 5w-40",Hyundai-Kia,1998
1451,Engine Hyundai-Kia G4KP,since 2020,2497,gdi + mpi,280 - 294,422,aluminum r4,10 &#8211; 10.5,yes,95,euro 5/6,~200 000,0w-30,Hyundai-Kia,2020
1452,Engine Hyundai D4EB,2005-2010,2188,common rail,150 - 155,335 - 343,cast iron r4,17.3,yes,diesel,euro 4,~400 000,"5w-30, 5w-40",Hyundai,2005
1453,Engine Hyundai-Kia D4HB,since 2009,2199,common rail,150 - 200,412 - 441,cast iron r4,16,garrett gtb1752vlk,diesel,euro 5/6,~450 000,"5w-30, 5w-40",Hyundai-Kia,2009
1454,Engine Hyundai-Kia D4HE,since 2020,2151,common rail,202,441,aluminum r4,16,borgwarner bv43,diesel,euro 5/6,~350 000,5w-30,Hyundai-Kia,2020
1455,Engine Hyundai-Kia G4NE,2012-2015,1999,distributed injection,"150 (190 with electrical component in 2012-2013 , 177 in 2013-2015)","180 (245 with electrical component in 2012-2013 , 319 in 2013-2015)",aluminum r4,12.5,no,95,euro 5,~250 000,5w-30,Hyundai-Kia,2012
1456,Engine Hyundai-Kia G4NG,2015-2020,1999,direct injection,154 (205 with electrical component),190 (375 with electrical component),aluminum r4,13.5,no,95,euro 6,~250 000,5w-30,Hyundai-Kia,2015
1457,Engine Hyundai G4CN,1992-1998,1836,injector,126,165,cast iron r4,9.2,no,92,euro 1/2,~300 000,10w-40,Hyundai,1992
1458,Engine Hyundai G4CM,1988-1998,1795,injector,90 - 100,135 - 145,cast iron r4,8.8 &#8211; 8.9,no,92,euro 1/2,~300 000,10w-40,Hyundai,1988
1459,Engine Hyundai-Kia G4JN,1998-2005,1836,injector,125 - 135,170 - 180,cast iron r4,10.5,no,92,euro 2/3,~300 000,10w-40,Hyundai-Kia,1998
1460,Engine Hyundai-Kia G4KA,2005-2013,1998,distributed injection,144 - 151,187 - 194,aluminum r4,10.5,no,92,euro 3/4,~350 000,"5w-30, 5w-40",Hyundai-Kia,2005
1461,Engine Mitsubishi 4G32,1969-1992,1597,,,,cast iron r4,,,92,,~300 000,5w-40,Mitsubishi,1969
1462,Engine Hyundai-Kia D4HD,since 2020,1998,common rail,186,417,aluminum r4,16,borgwarner,diesel,euro 5/6,~300 000,5w-30,Hyundai-Kia,2020
1463,Engine Hyundai-Kia D4FA,2005-2011,1493,common rail,79 - 110,170 - 235,cast iron r4,17.8,yes,diesel,euro 3/4,~350 000,"0w-30, 5w-30",Hyundai-Kia,2005
1464,Engine Hyundai-Kia G4KN,since 2019,2497,gdi + mpi,194,246,aluminum r4,13,no,95,euro 5,~250 000,5w-30,Hyundai-Kia,2019
1465,Engine Hyundai-Kia G4HC,1997-2003,999,distributed injection,,,cast iron r4,,no,92,,~200 000,5w-40,Hyundai-Kia,1997
1466,Engine Hyundai G4HD,2002-2014,1086,distributed injection,59 - 62,89 - 94,cast iron r4,9.6,no,92,euro 3,~250 000,5w-40,Hyundai,2002
1467,Engine Hyundai-Kia D6EB,since 2011,2959,common rail,250 - 260,470 - 560,cast iron v6,17.3,borgwarner bv50,diesel,euro 5/6,~360 000,5w-40,Hyundai-Kia,2011
1468,Engine Nissan VQ23DE,,2349,distributed injection,173,225,aluminum v6,9.8,no,95,euro 3/4,~320 000,5w-30,Nissan,
1469,Engine Nissan VQ25DET,2001-2004,2495,distributed injection,280,410,aluminum v6,8.5,one garrett turbine,95,euro 3/4,~300 000,5w-30,Nissan,2001
1470,Engine Nissan VG30DETT,1989-2000,2960,distributed injection,280 - 300,384,cast iron v6,8.5,double garrett t22/tb02,92,euro 2/3,~350 000,5w-30,Nissan,1989
1471,Engine Nissan VG30i,1985-1989,2960,single injection,130 - 140,210 - 220,cast iron v6,9,no,92,euro 1/2,~380 000,5w-30,Nissan,1985
1472,Engine Nissan VG30ET,1983-1991,2960,distributed injection,195 - 230,295 - 345,cast iron v6,7.8 &#8211; 8.3,garrett t3 or t25,92,euro 1/2,~360 000,5w-30,Nissan,1983
1473,Engine Land Rover 300Tdi,1994-2006,2495,direct injection,111 - 122,265 - 300,cast iron r4,19.5,garrett t250-04,diesel,euro 1,~320 000,5w-40,Land,1994
1474,Engine Land Rover 200Tdi,1989-1994,2495,direct injection,107 - 111,265,cast iron r4,19.5,garrett tb02,diesel,euro 1,~350 000,5w-40,Land,1989
1475,Engine Peugeot ES9A,2005-2009,2946,injector,211,290,aluminum v6,10.9,no,petrol,euro 4,~360 000,5w-30,Peugeot,2005
1476,Engine Peugeot DK5ATE,1994-2000,2446,prechamber,129,285,cast iron r4,22,yes,diesel,euro 1/2,~300 000,5w-40,Peugeot,1994
1477,Engine Peugeot DV4C,2009-2015,1399,common rail,68,160,aluminum r4,17.9,mhi td02h2,diesel,euro 4/5,~300 000,5w-30,Peugeot,2009
1478,Engine Hyundai-Kia G4KM,since 2019,2497,distributed injection,180,232,aluminum r4,10.5,no,95,euro 5,~250 000,5w-30,Hyundai-Kia,2019
1479,Engine Hyundai-Kia D4CB,since 2001,2497,common rail,116 - 177,314 - 441,cast iron r4,16.4 &#8211; 17.7,yes,diesel,euro 3/4/5,~350 000,"5w-30, 5w-40",Hyundai-Kia,2001
1480,Engine Hyundai-Kia G3LB,2012-2020,998,distributed injection,106,137,aluminum r3,9.5,yes,95,euro 5,~230 000,5w-30,Hyundai-Kia,2012
1481,Engine Hyundai-Kia G3LA,since 2011,998,distributed injection,67,95,aluminum r3,10.5,no,95,euro 5,~280 000,5w-30,Hyundai-Kia,2011
1482,Engine BMW M51D25,1991-2001,2497,vortex chamber,,,cast iron r6,22,,diesel,,~350 000,5w-40,BMW,1991
1483,Engine Volvo B4164S3,2005-2011,1596,injector,100,150,aluminum r4,11,no,petrol,euro 4,~320 000,5w-30,Volvo,2005
1484,Engine Volvo B4184S11,2004-2009,1798,injector,125,165,aluminum r4,10.8,no,petrol,euro 4,~330 000,5w-30,Volvo,2004
1485,Engine Volvo B4204S3,2006-2012,1999,injector,145,185 - 190,aluminum r4,10.8,no,petrol,euro 4,~350 000,5w-30,Volvo,2006
1486,Engine Volvo D4162T,2010-2016,1560,common rail,114,270,aluminum r4,16,garrett gtc1244vz,diesel,euro 5,~400 000,5w-30,Volvo,2010
1487,Engine Volvo D4204T8,2015-2019,1969,common rail,120,280,aluminum r4,16,single turbocharger,diesel,euro 5/6,~300 000,0w-20,Volvo,2015
1488,Engine Volvo B6304T2,2007-2010,2953,injector,285,400,aluminum r6,9.3,twin-scroll,petrol,euro 4,~300 000,0w-30,Volvo,2007
1489,Engine Volvo B6304T4,2010-2016,2953,injector,304,440,aluminum r6,9.3,twin-scroll,petrol,euro 5,~280 000,0w-30,Volvo,2010
1490,Engine Volvo B6324S5,2010-2016,3192,injector,243,320,aluminum r6,10.8,no,petrol,euro 5,~360 000,5w-30,Volvo,2010
1491,Engine Toyota 2UR-GSE,since 2007,4969,combined injection,416 - 477,503 - 540,aluminum v8,11.8 &#8211; 12.3,no,95,euro 5,~300 000,5w-30,Toyota,2007
1492,Engine Toyota 2AD-FTV,2005-2018,2231,common rail,136 - 150,310 - 360,aluminum r4,15.7 &#8211; 16.8,yes,diesel,euro 4/5,~250 000,"0w-30, 5w-30",Toyota,2005
1493,Engine Toyota 2AD-FHV,2005-2015,2231,common rail,170 - 177,380 - 400,aluminum r4,15.7,yes,diesel,euro 5,~250 000,"0w-30, 5w-30",Toyota,2005
1494,Engine Toyota 2UR-FSE,since 2007,4969,combined injection,394,520,aluminum v8,10.5,no,95,euro 4/5,~500 000,5w-30,Toyota,2007
1495,Engine Toyota T24A-FTS,since 2021,2393,combined injection d-4st,270 - 280,420 - 430,aluminum r4,11,twin-scroll,95,euro 6,~250 000,0w-20,Toyota,2021
1496,Engine Toyota M15A-FKS,since 2019,1490,direct injection d-4,120 - 125,145 - 153,aluminum r3,14,no,95,euro 6,~250 000,0w-20,Toyota,2019
1497,Engine Toyota M15A-FXE,since 2019,1490,distributed injection,91,120,aluminum r3,14,no,95,euro 6,~250 000,0w-20,Toyota,2019
1498,Engine Toyota M20A-FXS,since 2018,1986,combined injection d4-s,150,190,aluminum r4,14,no,95,euro 6,~250 000,0w-20,Toyota,2018
1499,Engine Toyota 1E,1984-1994,999,carburetor,55,75,cast iron r4,9.0 &#8211; 9.1,no,92,euro 0,~200 000,5w-30,Toyota,1984
1500,Engine Toyota 7GR-FKS,since 2015,3456,combined injection,280,350 - 365,aluminum v6,11.8,no,98,euro 5/6,~300 000,0w-20,Toyota,2015
1501,Engine Toyota 1N / 1N-T,1986-1999,1453,prechamber,,,cast iron r4,22,,diesel,euro 0,~200 000,5w-40,Toyota,1986
1502,Engine Mitsubishi 4N13,2010-2015,1798,common rail,150,300,aluminum r4,14.9,vgt,diesel,euro 5/6,~240 000,5w-30,Mitsubishi,2010
1503,Engine Renault F8Q,1988-2006,1870,prechambers,,,cast iron r4,,,diesel,euro 1/2,~500 000,"5w-40, 10w-40",Renault,1988
1504,Engine Renault F9Q (dCi),1998-2012,1870,common rail,,,cast iron r4,,yes,diesel,,~500 000,"5w-30, 5w-40",Renault,1998
1505,Engine Mitsubishi 6A13,1996-2005,2498,injector,160 - 175,220 - 230,cast iron v6,9.0 &#8211; 10.0,no,95,euro 2/3,~300 000,5w-40,Mitsubishi,1996
1506,Engine Mitsubishi 4G52,1973-1986,1995,carburetor,100 - 125,165 - 175,cast iron r4,8.5,no,92,euro 1,~300 000,5w-40,Mitsubishi,1973
1507,Engine Mitsubishi 6A12TT,1992-1996,1998,injector,215 - 240,310,cast iron v6,8.5,twin turbo,95,euro 2,~220 000,5w-40,Mitsubishi,1992
1508,Engine Mitsubishi 6A13TT,1996-2003,2498,injector,260 - 280,343 - 363,cast iron v6,8.5,twin-turbo,95,euro 3,~230 000,5w-40,Mitsubishi,1996
1509,Engine Nissan PR25DD,2018-,2488,direct injection,188,244,aluminum r4,12,no,95,euro 6,~300 000,5w-30,Nissan,2018
1510,Engine Hyundai D4BB,1993-2004,2607,prechambers,78 - 83,162 - 168,cast iron r4,21,no,diesel,euro 1/2,~450 000,"5w-40, 10w-40",Hyundai,1993
1511,Engine Hyundai G4KG,since 2007,2359,distributed injection,170 - 175,225 - 230,aluminum r4,10.5,no,92,euro 4/5,~400 000,"5w-30, 5w-40",Hyundai,2007
1512,Engine Hyundai-Kia G4KL,since 2017,1998,direct injection,250 - 255,353,aluminum r4,10,garrett ngt2056kszm,95,euro 5/6,~220 000,5w-30,Hyundai-Kia,2017
1513,Engine Nissan CR14DE,2002-2013,1386,distributed injection,88 - 98,137,aluminum r4,9.8 &#8211; 9.9,no,95,euro 4/5,~220 000,0w-20,Nissan,2002
1514,Engine Nissan CGA3DE,2000-2003,1348,distributed injection,85 - 89,120 - 123,aluminum r4,9.5,no,92,euro 2/3,~230 000,5w-30,Nissan,2000
1515,Engine Nissan CG13DE,1992-2003,1275,distributed injection,75 - 82,103 - 106,aluminum r4,9.5,no,92,euro 2/3,~220 000,5w-30,Nissan,1992
1516,Engine Renault H5Ft,2012-2019,1197,direct injection,114 - 132,190 - 205,aluminum r4,9.25 &#8211; 10,yes,petrol,euro 5/6,~250 000,"5w-30, 5w-40",Renault,2012
1517,Engine Nissan VE30DE,1991-1994,2960,distributed injection,190,258,cast iron v6,10,no,92,euro 2,~350 000,5w-30,Nissan,1991
1518,Engine Peugeot TUD5,1994-2003,1527,prechamber,58,95,cast iron r4,23,no,diesel,euro 1/2/3,~200 000,5w-40,Peugeot,1994
